,UNITID,Long-term investments,Total assets,Total liabilities,Total unrestricted net assets,Total expenses-Total amount,Student service-Total amount,Academic support-Total amount,Public service-Total amount,Research-Total amount,Net assets released from restriction - Total,Total revenues and investment return - Total,Other revenue - Total,Investment return - Total,Total discounts and allowances,Tuition and fees - Total,Total student grants,Total expenses,Total revenues and investment return,Total net assets,Total restricted net assets,INSTNM,ZIP,LATITUDE,LONGITUDE
286,143853,85248846.0,829393760.0,234370707.0,583243307.0,164152734,6583467,19714495,3230,14748220,0,202503415,2101683,5185459,214804.0,177180106,1269616.0,164152734.0,202503415.0,595023053.0,11779746.0,Midwestern University-Downers Grove,60515-5514,41.828115,-87.998342
287,143978,0.0,127909626.0,27570413.0,98348683.0,98818738,19044907,7457480,0,0,0,108182878,497414,1331399,3570658.0,105237751,4324640.0,98818738.0,108182878.0,100339213.0,1990530.0,The Chicago School of Professional Psychology at Chicago,60654,41.888293,-87.63379
288,144014,23408476.0,47741990.0,113478.0,32929032.0,6538680,775747,313240,580897,0,0,6444771,0,1831404,0.0,2049033,555172.0,6538680.0,6444771.0,47628512.0,14699480.0,Chicago Theological Seminary,60637,41.785701,-87.591178
289,144050,7759303123.0,13129585058.0,5261747741.0,1264144815.0,3923555346,114723411,117279834,0,397675680,0,4863903606,313943348,465356580,464483201.0,513185147,477100656.0,3923555346.0,4863903606.0,7867837317.0,6603692502.0,University of Chicago,60637,41.787994,-87.599539
290,144281,278063166.0,524601747.0,134260172.0,375607536.0,184801806,28082670,23665732,2611893,0,0,179353531,0,3983007,37416000.0,139563645,57500552.0,184801806.0,179353531.0,390341575.0,14734039.0,Columbia College Chicago,60605-1996,41.874261,-87.624667
291,144351,27117933.0,106299307.0,64762243.0,19319058.0,75816295,23898228,6068845,0,0,0,77782177,1225260,1084616,22291026.0,61911628,28724219.0,75816295.0,77782177.0,41537064.0,22218006.0,Concordia University-Chicago,60305-1499,41.898696,-87.809482
292,144740,724866000.0,1705652000.0,568776000.0,1043078000.0,556959000,73832000,58644000,9593000,7973000,0,606107000,5286000,39173000,237260000.0,469776000,289396000.0,556959000.0,606107000.0,1136876000.0,93798000.0,DePaul University,60604,41.877618,-87.62724
293,144883,10753394.0,91475953.0,22727794.0,68748159.0,10324206,2553133,233302,0,0,0,9602840,3251759,230816,4640492.0,4640492,4640493.0,10324206.0,9602840.0,68748159.0,0.0,East-West University,60605,41.871309,-87.624793
294,144962,114228859.0,201140458.0,87604180.0,56928295.0,69083511,13155152,6792475,0,338465,0,75677839,0,6779604,50339391.0,57671221,60778920.0,69083511.0,75677839.0,113536278.0,56607983.0,Elmhurst University,60126-3296,41.897164,-87.945369
295,144971,27277783.0,56471335.0,12610368.0,11356604.0,14943087,3417780,644397,0,0,0,15137253,0,1630459,4977659.0,7499143,7101551.0,14943087.0,15137253.0,43860967.0,32504363.0,Eureka College,61530,40.71482,-89.269624
296,145275,105407416.0,128861392.0,17205228.0,8435060.0,13011137,1746357,1204286,0,0,0,15649573,63489,7245036,2659708.0,1411357,2659708.0,13011137.0,15649573.0,111656164.0,103221104.0,Garrett-Evangelical Theological Seminary,60201-3298,42.056221,-87.675497
297,145354,,,,,1621046,63624,172919,0,0,0,428637,0,10189,226325.0,400370,311462.0,,,,,Graham Hospital School of Nursing,61520-2497,40.552962,-90.038776
298,145372,21968300.0,61130615.0,13086814.0,24807743.0,25924271,7386107,1364694,0,0,0,24783364,965948,184096,11712393.0,12873411,13758207.0,25924271.0,24783364.0,48043801.0,23236058.0,Greenville University,62246,38.894162,-89.40824
299,145497,,,,,8636341,249723,242814,0,0,0,8312433,25607,37501,194896.0,1203179,622893.0,,,,,Hebrew Theological College,60077,42.010103,-87.760874
300,145558,81612966.0,268142266.0,154820533.0,97970867.0,117829977,7732869,17708374,11071801,21302865,0,115612595,2166435,3236151,8680150.0,82853097,9121009.0,117829977.0,115612595.0,113321733.0,15350866.0,Rosalind Franklin University of Medicine and Science,60064-3095,42.300069,-87.859632
301,145619,35991726.0,178949059.0,75265512.0,83243314.0,83587256,22710367,7327178,1095631,182211,0,83971222,2145882,328288,34806447.0,73350485,44361639.0,83587256.0,83971222.0,103683547.0,20440233.0,Benedictine University,60532-0900,41.777569,-88.097307
302,145628,54991194.0,101923487.0,44672619.0,53741622.0,37164473,2511669,1922295,186782,239093,0,40873482,345355,3135592,1463661.0,25263009,1463661.0,37164473.0,40873482.0,57250868.0,3509246.0,Illinois College of Optometry,60616-3878,41.835447,-87.623016
303,145646,199454642.0,376723932.0,117209850.0,137635078.0,77569011,8990119,4154321,0,210826,0,76748407,1215926,10608323,45277617.0,33267907,45277617.0,77569011.0,76748407.0,259514082.0,121879004.0,Illinois Wesleyan University,61702-2900,40.489901,-88.992014
304,145691,131155799.0,199236980.0,28882597.0,69198441.0,35406037,10010577,4173775,0,0,0,27056722,2232296,1121825,18912849.0,12194241,23207602.0,35406037.0,27056722.0,170354383.0,101155942.0,Illinois College,62650-2299,39.7313,-90.246171
305,145725,252743000.0,644520000.0,257298000.0,151624000.0,271350000,17244000,13277000,0,55717000,0,268550000,16423000,1510000,118134000.0,128974000,120352000.0,271350000.0,268550000.0,387222000.0,235598000.0,Illinois Institute of Technology,60616,41.8313,-87.627321
306,145886,664843.0,1154734.0,123641.0,865309.0,1676990,117767,765393,0,0,0,1418755,0,25035,5501.0,1327998,5501.0,1676990.0,1418755.0,1031093.0,165784.0,Institute for Clinical Social Work,60640-1229,41.972414,-87.662806
307,146241,26459274.0,87698586.0,21699031.0,51902711.0,36361317,4313105,4543817,169537,0,0,27378852,0,1123387,16281200.0,23896175,16281200.0,36361317.0,27378852.0,65999555.0,14096844.0,,,,
308,146339,6231736.0,48758742.0,16393390.0,19168964.0,22769192,4346251,995928,0,0,0,20638008,0,99078,11146851.0,13678180,13521830.0,22769192.0,20638008.0,32365352.0,13196388.0,Judson University,60123-1498,42.061754,-88.291336
309,146427,160871855.0,251720323.0,54417660.0,42432769.0,50996302,9472222,4586875,0,0,0,64493429,981610,15526998,39021610.0,20893961,42714161.0,50996302.0,64493429.0,197302663.0,154869894.0,Knox College,61401,40.943064,-90.373165
310,146481,87095554.0,228164463.0,57235346.0,78161484.0,59874388,13823103,4994718,188869,472501,0,64064942,1102680,2443838,42846311.0,26897927,47407636.0,59874388.0,64064942.0,170929117.0,92767633.0,Lake Forest College,60045-2338,42.249574,-87.827454
311,146490,8925156.0,17778173.0,1091745.0,15695291.0,9619320,407238,3788887,0,0,0,9821891,327055,550437,715278.0,6121055,715278.0,9619320.0,9821891.0,16686428.0,991137.0,Lake Forest Graduate School of Management,60045,42.243432,-87.893204
312,146533,12407011.0,20463323.0,1199370.0,14210736.0,3501052,147085,173984,0,0,0,2346892,57878,-566641,27878.0,2744576,513049.0,3501052.0,2346892.0,19263953.0,5053217.0,Lakeview College of Nursing,61832,40.13855,-87.644379
313,146612,82301924.0,240548581.0,97230068.0,116482845.0,113985060,15160339,3537944,0,0,0,116549647,1191951,3603597,44842104.0,90909353,57880096.0,113985060.0,116549647.0,143318513.0,26835668.0,Lewis University,60446-2200,41.605432,-88.079032
314,146667,9684906.0,25493516.0,10880123.0,4746184.0,10099189,1637983,954176,0,0,0,10099992,367617,40246,1565257.0,5041516,2806638.0,10099189.0,10099992.0,14613393.0,9867209.0,Lincoln Christian University,62656-2111,40.148924,-89.346721
315,146676,20106194.0,49415275.0,7681444.0,22933664.0,18744537,3964871,1377591,0,0,0,16734724,391290,894115,5506557.0,8003481,10906965.0,18744537.0,16734724.0,41733831.0,18800167.0,Lincoln College,62656,40.155442,-89.36153
316,146719,800315683.0,2242403846.0,574566265.0,1248739685.0,563509592,54808444,106665028,5474505,24265860,0,653239156,31543069,44359570,229912399.0,403284210,258879682.0,563509592.0,653239156.0,1667837581.0,419097896.0,Loyola University Chicago,60660,42.000765,-87.656872
317,146728,45289487.0,57264517.0,20176559.0,-5974586.0,11855858,696780,2187980,0,0,0,13144286,182522,6680647,1373874.0,406124,1373874.0,11855858.0,13144286.0,37087958.0,43062544.0,Lutheran School of Theology at Chicago,60615-5134,41.79563,-87.598978
318,146755,,,,,3435948,384608,143362,0,0,0,4911148,0,0,14213.0,4558066,574209.0,,,,,Trinity College of Nursing & Health Sciences,61201-5317,41.484924,-90.568862
319,146816,0.0,3049912.0,727192.0,2322720.0,3835311,790877,181598,0,0,0,4247219,0,0,463849.0,3668438,2314619.0,3835311.0,4247219.0,2322720.0,0.0,MacCormac College,60602-4405,41.881898,-87.626657
320,146825,13486679.0,32597134.0,13486968.0,-1420410.0,14854702,3942511,509371,0,0,0,11378157,309817,162313,7381565.0,5752490,9672371.0,14854702.0,11378157.0,19110166.0,20530576.0,,,,
321,146977,78180933.0,96300506.0,16840825.0,33824516.0,8435930,583784,1749952,0,0,0,6205079,27183,3910925,482727.0,324070,482727.0,8435930.0,6205079.0,79459681.0,45635165.0,McCormick Theological Seminary,60615,41.79597,-87.598511
322,147013,39050345.0,108307776.0,49558736.0,9105723.0,42864909,10632660,1639270,740324,0,0,48293646,1374951,2169596,183686.0,26217246,28179451.0,42864909.0,48293646.0,58749040.0,49643317.0,McKendree University,62254-1291,38.608154,-89.816822
323,147031,24855871.0,31570214.0,439514.0,10409021.0,3582712,419979,61728,0,0,0,5661859,0,1085375,616486.0,795256,616486.0,3582712.0,5661859.0,31130700.0,20721679.0,Meadville Lombard Theological School,60601,41.874027,-87.624619
324,147129,,,,,12537922,2038802,1275207,0,0,0,13217114,1,0,20100.0,12794701,3255187.0,,,,,Methodist College,61615,40.7804,-89.682864
325,147244,106570158.0,261173555.0,56246651.0,103433056.0,55553629,12197324,3464661,0,0,0,52676721,1684112,7072515,35571035.0,30615960,42806278.0,55553629.0,52676721.0,204926904.0,101493848.0,Millikin University,62522-2084,39.842612,-88.976298
326,147341,120567774.0,231669672.0,45375326.0,65231239.0,39106773,7829889,2516464,0,0,0,32931338,84406,5266239,21687197.0,11246264,25165223.0,39106773.0,32931338.0,186294346.0,121063107.0,Monmouth College,61462-1998,40.914824,-90.63731
327,147369,85441911.0,339786632.0,182616631.0,67388797.0,115315141,6293374,6916698,43422630,0,0,115384305,33501031,6320546,14425936.0,19696272,18646047.0,115315141.0,115384305.0,157170001.0,89781204.0,Moody Bible Institute,60610-3284,41.897822,-87.633459
328,147396,0.0,3025888.0,958020.0,2067868.0,2137431,297785,108320,0,0,0,2195867,0,0,55882.0,1715966,358040.0,2137431.0,2195867.0,2067868.0,0.0,Morrison Institute of Technology,61270-2959,41.7971,-89.965963
329,147536,36258055.0,109741867.0,37155740.0,55356990.0,92910644,23882574,9550858,11605842,0,0,94360104,1175646,1541574,4000369.0,75423455,19197075.0,92910644.0,94360104.0,72586127.0,17229137.0,National Louis University,60603,41.880093,-87.624699
330,147590,18785428.0,53247335.0,9491602.0,36501227.0,21752523,2068323,1408469,0,439826,0,22213486,95868,1314428,870742.0,18165470,1198545.0,21752523.0,22213486.0,43755733.0,7254506.0,National University of Health Sciences,60148-4583,41.861697,-88.013171
331,147660,115929656.0,350036444.0,90312346.0,170112703.0,80564953,8451535,7700268,0,0,0,89974663,1540742,4301933,53418400.0,48829589,61026494.0,80564953.0,89974663.0,259724098.0,89611395.0,North Central College,60540,41.77576,-88.14279
332,147679,167010588.0,312655255.0,94116986.0,144394388.0,63308761,13052805,7407806,0,0,0,68918628,671709,13657809,22660225.0,41781221,31448442.0,63308761.0,68918628.0,218538269.0,74143881.0,North Park University,60625-4895,41.975268,-87.709948
333,147697,15750593.0,24190127.0,4431260.0,836236.0,4883310,702784,1022183,0,0,0,3326837,0,908712,0.0,1391715,288371.0,4883310.0,3326837.0,19758867.0,18922631.0,Northern Baptist Theological Seminary,60532-1348,41.809104,-88.056162
334,147767,11079424000.0,15204175000.0,3176668000.0,7470942000.0,2511191000,256213000,391106000,0,533365000,0,2294814000,63720000,268227000,472536956.0,651678000,482878926.0,2511191000.0,2294814000.0,12027507000.0,4556565000.0,Northwestern University,60208,42.050356,-87.679858
335,147828,73287001.0,301792909.0,151618348.0,103396276.0,91766677,22349362,6714113,1233045,0,0,97613233,1483792,4656061,61458856.0,57137679,66796989.0,91766677.0,97613233.0,150174561.0,46778285.0,Olivet Nazarene University,60914-2271,41.155237,-87.875165
336,148016,451541997.0,587150940.0,37372670.0,210136359.0,45428386,8647390,3873482,0,0,0,37441551,1553417,19174039,10641660.0,2865260,10641660.0,45428386.0,37441551.0,549778270.0,339641911.0,Principia College,62028-9799,38.948835,-90.350285
337,148131,13352111.0,57153464.0,37253186.0,5903386.0,24836201,7055406,1431763,0,0,0,21043627,0,-98500,16971320.0,9544857,19838674.0,24836201.0,21043627.0,19900278.0,13996892.0,Quincy University,62301-2699,39.938898,-91.385975
338,148335,8625980.0,56452387.0,23756177.0,31430699.0,59014308,16840341,8274224,0,0,0,44372380,639725,489706,21972379.0,36004686,30826027.0,59014308.0,44372380.0,32696210.0,1265511.0,,,,
339,148405,22925181.0,51881842.0,13522519.0,2758411.0,25662324,5978941,1263433,0,0,0,25992079,0,958680,10934803.0,16730742,15026160.0,25662324.0,25992079.0,38359323.0,35600912.0,Rockford University,61108-2311,42.270639,-89.019536
340,148487,124990620.0,426605435.0,282298484.0,24961448.0,111688695,16124903,12426806,684307,840159,0,97064941,1293487,2905628,31896029.0,76075207,36786006.0,111688695.0,97064941.0,144306951.0,119345503.0,Roosevelt University,60605-1394,41.876055,-87.624952
341,148496,38111786.0,141628047.0,44509876.0,53912096.0,74148078,8682165,9688047,0,203708,0,74626953,0,198916,35357447.0,50412662,40688953.0,74148078.0,74626953.0,97118171.0,43206075.0,Dominican University,60305,41.902678,-87.823003
342,148511,888920000.0,3587349000.0,1418865000.0,1343263000.0,2178291000,11759708,16229341,0,171260810,0,2246271000,74174000,29417000,9965551.0,78129000,10100218.0,2178291000.0,2246271000.0,2168484000.0,825221000.0,Rush University,60612,41.874742,-87.668581
343,148575,,,,,7700949,1003086,746802,0,0,0,8668931,56640,0,2651325.0,5960966,2651325.0,,,,,Saint Francis Medical Center College of Nursing,61603-3783,40.701241,-89.590322
344,148584,26773068.0,99914444.0,46745465.0,35486198.0,49334971,9637187,7110394,0,0,0,50827987,363839,-298373,22049240.0,42766695,27111973.0,49334971.0,50827987.0,53168979.0,17682781.0,University of St Francis,60435-6188,41.532225,-88.096057
345,148593,0.0,4662552.0,448182.0,1760264.0,5367443,783724,904453,0,0,0,5160891,2325639,3543,0.0,2785222,521980.0,5367443.0,5160891.0,4214370.0,2454106.0,St. John's College-Department of Nursing,62702,39.807602,-89.64532
346,148627,17028843.0,125626532.0,44851157.0,67299948.0,61647864,11500133,7235603,1182086,0,0,66744024,925752,920284,47286451.0,55533770,62709855.0,61647864.0,66744024.0,80775375.0,13475427.0,Saint Xavier University,60655,41.707199,-87.714749
347,148876,1691480.0,13069785.0,9269453.0,3666404.0,13427549,1173273,1492657,1829044,0,0,13038264,0,83692,1626745.0,9272684,8225639.0,13427549.0,13038264.0,3800332.0,133928.0,St. Augustine College,60640-3501,41.972414,-87.662806
348,148885,38363240.0,77829936.0,1506332.0,36832152.0,21628061,48605,1529666,0,0,0,20403662,1194926,951067,0.0,5284883,0.0,21628061.0,20403662.0,76323604.0,39491452.0,University of Saint Mary of the Lake,60060-1174,42.280702,-88.000262
349,148955,,,,,1168873,28349,171879,0,0,0,1190789,0,137459,0.0,499820,48856.0,,,,,National Latino Education Institute,60609-2205,41.822756,-87.675917
350,148982,15227026.0,65388785.0,43754889.0,2785951.0,10290779,246802,261314,687860,870057,0,6671655,0,-1780703,481022.0,718591,481022.0,10290779.0,6671655.0,21633896.0,18847945.0,Spertus College,60605,41.873881,-87.624785
351,149028,5629069.0,9037088.0,1712526.0,1695493.0,6185728,352244,681912,0,0,0,5684579,3386,52884,203454.0,5616603,988138.0,6185728.0,5684579.0,7324562.0,5629069.0,Saint Anthony College of Nursing,61114,42.310147,-88.991968
352,149329,1338328.0,13226638.0,4001711.0,9224927.0,4142517,488522,0,0,0,0,4267407,70158,20017,950391.0,1944161,2234540.0,4142517.0,4267407.0,9224927.0,0.0,Telshe Yeshiva-Chicago,60625,41.975536,-87.71755
353,149505,11707930.0,83074889.0,26537150.0,39187149.0,29969067,6276564,2584581,401837,0,0,28795338,0,219355,11071627.0,17206062,14067244.0,29969067.0,28795338.0,56537739.0,17350590.0,Trinity Christian College,60463-0929,41.667687,-87.783973
354,149514,33171331.0,103669599.0,33124475.0,28421686.0,36955293,5600919,2442646,0,0,0,31309773,4928509,1195475,13400931.0,12954765,15537693.0,36955293.0,31309773.0,70545124.0,42123438.0,Trinity International University-Illinois,60015-1283,42.197945,-87.880851
